Titulo_marcador,Tipo,Provincia,Localidade,Centro_ou_sede,Enderezo_para_Google,Universidade,Campus,Familias_ou_ramas,Modalidades,Numero_de_estudos,Estudos,Prazas_total_indicadas,Fontes,Nota_de_rigor
IES Lagoa de Antela · Xinzo de Limia,FP básica,Ourense,Xinzo de Limia,IES Lagoa de Antela,"IES Lagoa de Antela, Xinzo de Limia, Ourense, Galicia, España",,,Hostalaría e turismo,Oferta ordinaria,1,Cociña e restauración (Oferta ordinaria),18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES da Cañiza · A Cañiza,FP básica,Pontevedra,A Cañiza,IES da Cañiza,"IES da Cañiza, A Cañiza, Pontevedra, Galicia, España",,,Informática e comunicacións | Transporte e mantemento de vehículos,Oferta ordinaria,2,Informática de oficina (Oferta ordinaria) || Mantemento de vehículos (Oferta ordinaria),36,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Plurilingüe Antón Losada Diéguez · A Estrada,FP básica,Pontevedra,A Estrada,IES Plurilingüe Antón Losada Diéguez,"IES Plurilingüe Antón Losada Diéguez, A Estrada, Pontevedra, Galicia, España",,,"Informática e comunicacións | Madeira, moble e cortiza | Transporte e mantemento de vehículos",Oferta ordinaria,3,Carpintaría e moble (Oferta ordinaria) || Informática de oficina (Oferta ordinaria) || Mantemento de vehículos (Oferta ordinaria),72,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES A Sangriña · A Guarda,FP básica,Pontevedra,A Guarda,IES A Sangriña,"IES A Sangriña, A Guarda, Pontevedra, Galicia, España",,,Administración e xestión | Transporte e mantemento de vehículos,Oferta ordinaria,2,Mantemento de vehículos (Oferta ordinaria) || Servizos administrativos (Oferta ordinaria),36,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Pazo da Mercé · As Neves,FP básica,Pontevedra,As Neves,IES Pazo da Mercé,"IES Pazo da Mercé, As Neves, Pontevedra, Galicia, España",,,Informática e comunicacións,Oferta ordinaria,1,Informática de oficina (Oferta ordinaria),18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Primeiro de Marzo · Baiona,FP básica,Pontevedra,Baiona,IES Primeiro de Marzo,"IES Primeiro de Marzo, Baiona, Pontevedra, Galicia, España",,,Servizos socioculturais e á comunidade,Oferta ordinaria,1,Actividades domésticas e limpeza de edificios (Oferta ordinaria),18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Johan Carballeira · Bueu,FP básica,Pontevedra,Bueu,IES Johan Carballeira,"IES Johan Carballeira, Bueu, Pontevedra, Galicia, España",,,Fabricación mecánica | Imaxe persoal | Marítimo-pesqueira,Oferta ordinaria,3,Actividades marítimo-pesqueiras (Oferta ordinaria) || Fabricación e montaxe (Oferta ordinaria) || Peiteado e estética (Oferta ordinaria),54,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CPR Salesianos A Mercé · Cambados,FP básica,Pontevedra,Cambados,CPR Salesianos A Mercé,"CPR Salesianos A Mercé, Cambados, Pontevedra, Galicia, España",,,Agraria | Imaxe persoal,Oferta ordinaria,2,Agroxardinaría e composicións florais (Oferta ordinaria) || Peiteado e estética (Oferta ordinaria),40,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Francisco Asorey · Cambados,FP básica,Pontevedra,Cambados,IES Francisco Asorey,"IES Francisco Asorey, Cambados, Pontevedra, Galicia, España",,,Informática e comunicacións,Oferta ordinaria,1,Informática de oficina (Oferta ordinaria),18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES de Rodeira · Cangas,FP básica,Pontevedra,Cangas,IES de Rodeira,"IES de Rodeira, Cangas, Pontevedra, Galicia, España",,,Comercio e márketing,Oferta ordinaria,1,Servizos comerciais (Oferta ordinaria),18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Laxeiro · Lalín,FP básica,Pontevedra,Lalín,IES Laxeiro,"IES Laxeiro, Lalín, Pontevedra, Galicia, España",,,Electricidade e electrónica,Oferta ordinaria,1,Electricidade e electrónica (Oferta ordinaria),18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Ramón Mª Aller Ulloa · Lalín,FP básica,Pontevedra,Lalín,IES Ramón Mª Aller Ulloa,"IES Ramón Mª Aller Ulloa, Lalín, Pontevedra, Galicia, España",,,Informática e comunicacións,Oferta ordinaria,1,Informática de oficina (Oferta ordinaria),18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Chan do Monte · Marín,FP básica,Pontevedra,Marín,IES Chan do Monte,"IES Chan do Monte, Marín, Pontevedra, Galicia, España",,,Informática e comunicacións | Instalación e mantemento,Oferta ordinaria,2,Informática de oficina (Oferta ordinaria) || Mantemento de vivendas (Oferta ordinaria),36,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Plurilingüe A Paralaia · Moaña,FP básica,Pontevedra,Moaña,IES Plurilingüe A Paralaia,"IES Plurilingüe A Paralaia, Moaña, Pontevedra, Galicia, España",,,Electricidade e electrónica | Informática e comunicacións,Oferta ordinaria,2,Informática de oficina (Oferta ordinaria) || Instalacións electrotécnicas e mecánica (Oferta ordinaria),36,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES de Mos · Mos,FP básica,Pontevedra,Mos,IES de Mos,"IES de Mos, Mos, Pontevedra, Galicia, España",,,Comercio e márketing,Oferta ordinaria,1,Servizos comerciais (Oferta ordinaria),18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Escolas Proval · Nigrán,FP básica,Pontevedra,Nigrán,IES Escolas Proval,"IES Escolas Proval, Nigrán, Pontevedra, Galicia, España",,,Informática e comunicacións,Oferta ordinaria,1,Informática e comunicacións (Oferta ordinaria),36,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Monte da Vila · O Grove,FP básica,Pontevedra,O Grove,IES Monte da Vila,"IES Monte da Vila, O Grove, Pontevedra, Galicia, España",,,Informática e comunicacións,Oferta ordinaria,1,Informática de oficina (Oferta ordinaria),18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Pino Manso · O Porriño,FP básica,Pontevedra,O Porriño,IES Pino Manso,"IES Pino Manso, O Porriño, Pontevedra, Galicia, España",,,Informática e comunicacións,Oferta ordinaria,1,Informática de oficina (Oferta ordinaria),18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Ribeira do Louro · O Porriño,FP básica,Pontevedra,O Porriño,IES Ribeira do Louro,"IES Ribeira do Louro, O Porriño, Pontevedra, Galicia, España",,,Comercio e márketing | Edificación e obra civil | Electricidade e electrónica | Imaxe persoal,Oferta ordinaria,4,Electricidade e electrónica (Oferta ordinaria) || Peiteado e estética (Oferta ordinaria) || Reforma e mantemento de edificios (Oferta ordinaria) || Servizos comerciais (Oferta ordinaria),72,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CIFP de Cantería de Galicia · Poio,FP básica,Pontevedra,Poio,CIFP de Cantería de Galicia,"CIFP de Cantería de Galicia, Poio, Pontevedra, Galicia, España",,,Edificación e obra civil,Oferta ordinaria,1,Reforma e mantemento de edificios (Oferta ordinaria),18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CIFP A Granxa · Ponteareas,FP básica,Pontevedra,Ponteareas,CIFP A Granxa,"CIFP A Granxa, Ponteareas, Pontevedra, Galicia, España",,,Agraria | Industrias alimentarias,Oferta ordinaria,2,Agroxardinaría e composicións florais (Oferta ordinaria) || Industrias alimentarias (Oferta ordinaria),36,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Plurilingüe Pedra da Auga · Ponteareas,FP básica,Pontevedra,Ponteareas,IES Plurilingüe Pedra da Auga,"IES Plurilingüe Pedra da Auga, Ponteareas, Pontevedra, Galicia, España",,,Administración e xestión | Electricidade e electrónica,Oferta ordinaria,2,Electricidade e electrónica (Oferta ordinaria) || Servizos administrativos (Oferta ordinaria),36,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES do Barral · Ponteareas,FP básica,Pontevedra,Ponteareas,IES do Barral,"IES do Barral, Ponteareas, Pontevedra, Galicia, España",,,Informática e comunicacións,Oferta ordinaria,1,Informática de oficina (Oferta ordinaria),18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CPR Plurilingüe Vigo · Redondela,FP básica,Pontevedra,Redondela,CPR Plurilingüe Vigo,"CPR Plurilingüe Vigo, Redondela, Pontevedra, Galicia, España",,,Comercio e márketing | Transporte e mantemento de vehículos,Oferta ordinaria,2,Mantemento de vehículos (Oferta ordinaria) || Servizos comerciais (Oferta ordinaria),40,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Pedro Floriani · Redondela,FP básica,Pontevedra,Redondela,IES Pedro Floriani,"IES Pedro Floriani, Redondela, Pontevedra, Galicia, España",,,Electricidade e electrónica | Informática e comunicacións,Oferta ordinaria,2,Electricidade e electrónica (Oferta ordinaria) || Informática de oficina (Oferta ordinaria),36,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES de Salvaterra de Miño · Salvaterra de Miño,FP básica,Pontevedra,Salvaterra de Miño,IES de Salvaterra de Miño,"IES de Salvaterra de Miño, Salvaterra de Miño, Pontevedra, Galicia, España",,,"Madeira, moble e cortiza | Téxtil, confección e pel",Oferta ordinaria,2,Arranxos e reparación de artigos téxtiles e de pel (Oferta ordinaria) || Carpintaría e moble (Oferta ordinaria),36,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES de Vilalonga · Sanxenxo,FP básica,Pontevedra,Sanxenxo,IES de Vilalonga,"IES de Vilalonga, Sanxenxo, Pontevedra, Galicia, España",,,Administración e xestión | Hostalaría e turismo | Transporte e mantemento de vehículos,Oferta ordinaria,3,Cociña e restauración (Oferta ordinaria) || Mantemento de vehículos (Oferta ordinaria) || Servizos administrativos (Oferta ordinaria),54,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Plurilingüe Pintor Colmeiro · Silleda,FP básica,Pontevedra,Silleda,IES Plurilingüe Pintor Colmeiro,"IES Plurilingüe Pintor Colmeiro, Silleda, Pontevedra, Galicia, España",,,Comercio e márketing,Oferta ordinaria,1,Servizos comerciais (Oferta ordinaria),18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Antón Alonso Ríos · Tomiño,FP básica,Pontevedra,Tomiño,IES Antón Alonso Ríos,"IES Antón Alonso Ríos, Tomiño, Pontevedra, Galicia, España",,,Agraria | Electricidade e electrónica,Oferta ordinaria,2,Agroxardinaría e composicións florais (Oferta ordinaria) || Electricidade e electrónica (Oferta ordinaria),36,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Indalecio Pérez Tizón · Tui,FP básica,Pontevedra,Tui,IES Indalecio Pérez Tizón,"IES Indalecio Pérez Tizón, Tui, Pontevedra, Galicia, España",,,Electricidade e electrónica,Oferta ordinaria,1,Electricidade e electrónica (Oferta ordinaria),18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Plurilingüe de Valga · Valga,FP básica,Pontevedra,Valga,IES Plurilingüe de Valga,"IES Plurilingüe de Valga, Valga, Pontevedra, Galicia, España",,,Agraria | Fabricación mecánica,Oferta ordinaria,2,Agroxardinaría e composicións florais (Oferta ordinaria) || Fabricación e montaxe (Oferta ordinaria),36,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
